"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1838","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 15:07:44 UTC 2026","passed","Tue Jan 20 15:07:46 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1787","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 15:07:36 UTC 2026","passed","Tue Jan 20 15:07:38 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","1856","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 15:07:46 UTC 2026","passed","Tue Jan 20 15:07:48 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1839","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 15:07:52 UTC 2026","passed","Tue Jan 20 15:07:54 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1988","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 15:07:33 UTC 2026","passed","Tue Jan 20 15:07:35 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","1872","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 15:07:48 UTC 2026","passed","Tue Jan 20 15:07:50 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1694","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 15:07:35 UTC 2026","passed","Tue Jan 20 15:07:36 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","1898","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 15:07:43 UTC 2026","passed","Tue Jan 20 15:07:44 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1994","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 15:07:50 UTC 2026","passed","Tue Jan 20 15:07:52 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"","1982","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 15:07:29 UTC 2026","passed","Tue Jan 20 15:07:31 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","1877","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 15:07:31 UTC 2026","passed","Tue Jan 20 15:07:33 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"","1846","Успешная отправка формы регистрации с валидацией","All Tests","Tue Jan 20 15:07:40 UTC 2026","passed","Tue Jan 20 15:07:42 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
"","9411","Добавление поля Email в динамической форме регистрации","All Tests","Tue Jan 20 15:07:16 UTC 2026","passed","Tue Jan 20 15:07:26 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addEmailFieldInDynamicForm"
"","1399","Удаление поля Email в динамической форме регистрации","All Tests","Tue Jan 20 15:07:26 UTC 2026","passed","Tue Jan 20 15:07:27 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","deleteEmailFieldInDynamicForm"
"","1999","Успешная отправка простой формы регистрации","All Tests","Tue Jan 20 15:07:38 UTC 2026","passed","Tue Jan 20 15:07:40 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
