"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавление и удаление поля в динамической форме регистрации","1572","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Jan 20 16:28:50 UTC 2026","passed","Tue Jan 20 16:28:52 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addEmailFieldInDynamicForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2156","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:29:20 UTC 2026","passed","Tue Jan 20 16:29:22 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2243","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:28:57 UTC 2026","passed","Tue Jan 20 16:29:00 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2139","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:29:02 UTC 2026","passed","Tue Jan 20 16:29:04 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2187","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:29:06 UTC 2026","passed","Tue Jan 20 16:29:09 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Добавление и удаление поля в динамической форме регистрации","12435","Добавление и удаление полей в динамической форме регистрации","All Tests","Tue Jan 20 16:28:37 UTC 2026","passed","Tue Jan 20 16:28:50 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addEmailFieldInDynamicForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2063","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:29:13 UTC 2026","passed","Tue Jan 20 16:29:15 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2224","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:29:00 UTC 2026","passed","Tue Jan 20 16:29:02 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2091","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:29:04 UTC 2026","passed","Tue Jan 20 16:29:06 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2172","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:29:15 UTC 2026","passed","Tue Jan 20 16:29:18 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2093","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:29:18 UTC 2026","passed","Tue Jan 20 16:29:20 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Проверка успешной отправки простой формы регистрации со всеми заполненными полями","2840","Успешная отправка простой формы регистрации","All Tests","Tue Jan 20 16:28:52 UTC 2026","passed","Tue Jan 20 16:28:55 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2121","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:29:09 UTC 2026","passed","Tue Jan 20 16:29:11 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","2106","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:29:11 UTC 2026","passed","Tue Jan 20 16:29:13 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Проверка отправки формы с пройденной валидацией","2209","Успешная отправка формы регистрации с валидацией","All Tests","Tue Jan 20 16:28:55 UTC 2026","passed","Tue Jan 20 16:28:57 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
