"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1795","Проверка валидации полей и попытка отправить форму","All Tests","Mon Jan 19 12:40:12 UTC 2026","passed","Mon Jan 19 12:40:13 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","trySendFormWithNotValidatedFilledFields"
"","1816","Попытка отправки формы без обязательного атрибута","All Tests","Mon Jan 19 12:39:51 UTC 2026","passed","Mon Jan 19 12:39:53 UTC 2026","tests.SimpleRegistrationFormTest","Simple Registration Form","tests.SimpleRegistrationFormTest","tryToRegisterWithSomeEmptyValueInForm"
"","1734","Попытка отправки формы без обязательного атрибута","All Tests","Mon Jan 19 12:39:53 UTC 2026","passed","Mon Jan 19 12:39:55 UTC 2026","tests.SimpleRegistrationFormTest","Simple Registration Form","tests.SimpleRegistrationFormTest","tryToRegisterWithSomeEmptyValueInForm"
"","1684","Проверка валидации полей и попытка отправить форму","All Tests","Mon Jan 19 12:40:08 UTC 2026","passed","Mon Jan 19 12:40:10 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","trySendFormWithNotValidatedFilledFields"
"","1800","Проверка валидации полей и попытка отправить форму","All Tests","Mon Jan 19 12:40:06 UTC 2026","passed","Mon Jan 19 12:40:08 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","trySendFormWithNotValidatedFilledFields"
"","1853","Проверка валидации полей и попытка отправить форму","All Tests","Mon Jan 19 12:40:10 UTC 2026","passed","Mon Jan 19 12:40:12 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","trySendFormWithNotValidatedFilledFields"
"","1817","Проверка валидации полей и попытка отправить форму","All Tests","Mon Jan 19 12:40:04 UTC 2026","passed","Mon Jan 19 12:40:06 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","trySendFormWithNotValidatedFilledFields"
"","12491","Проверка успешной отправки формы","All Tests","Mon Jan 19 12:39:38 UTC 2026","passed","Mon Jan 19 12:39:50 UTC 2026","tests.SimpleRegistrationFormTest","Simple Registration Form","tests.SimpleRegistrationFormTest","registerWithFullFilledForm"
"","1688","Попытка отправки формы без обязательного атрибута","All Tests","Mon Jan 19 12:39:57 UTC 2026","passed","Mon Jan 19 12:39:58 UTC 2026","tests.SimpleRegistrationFormTest","Simple Registration Form","tests.SimpleRegistrationFormTest","tryToRegisterWithSomeEmptyValueInForm"
"","1770","Попытка отправки формы без обязательного атрибута","All Tests","Mon Jan 19 12:39:58 UTC 2026","passed","Mon Jan 19 12:40:00 UTC 2026","tests.SimpleRegistrationFormTest","Simple Registration Form","tests.SimpleRegistrationFormTest","tryToRegisterWithSomeEmptyValueInForm"
"","1876","Проверка валидации полей и попытка отправить форму","All Tests","Mon Jan 19 12:40:02 UTC 2026","passed","Mon Jan 19 12:40:04 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","trySendFormWithNotValidatedFilledFields"
"","1729","Проверка успешной отправки формы","All Tests","Mon Jan 19 12:40:00 UTC 2026","passed","Mon Jan 19 12:40:02 UTC 2026","tests.ValidationFormTest","Form With Validation","tests.ValidationFormTest","sendFormWithValidatedFilledFields"
"","1891","Попытка отправки формы без обязательного атрибута","All Tests","Mon Jan 19 12:39:55 UTC 2026","passed","Mon Jan 19 12:39:57 UTC 2026","tests.SimpleRegistrationFormTest","Simple Registration Form","tests.SimpleRegistrationFormTest","tryToRegisterWithSomeEmptyValueInForm"
