"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Добавление и удаление поля в динамической форме регистрации","1490","Добавление полей в динамической форме регистрации","All Tests","Tue Jan 20 16:18:36 UTC 2026","passed","Tue Jan 20 16:18:37 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addEmailFieldInDynamicForm"
"Проверка отправки формы с пройденной валидацией","1956","Успешная отправка формы регистрации с валидацией","All Tests","Tue Jan 20 16:18:40 UTC 2026","passed","Tue Jan 20 16:18:42 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullValidatedFormWithValidation"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","1832","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:18:56 UTC 2026","passed","Tue Jan 20 16:18:58 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","2017","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:18:46 UTC 2026","passed","Tue Jan 20 16:18:48 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","1884","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:19:00 UTC 2026","passed","Tue Jan 20 16:19:02 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","1816","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:19:02 UTC 2026","passed","Tue Jan 20 16:19:04 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","1851","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:18:54 UTC 2026","passed","Tue Jan 20 16:18:56 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","1938","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:18:44 UTC 2026","passed","Tue Jan 20 16:18:46 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","1846","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:18:48 UTC 2026","passed","Tue Jan 20 16:18:50 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","1983","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:18:42 UTC 2026","passed","Tue Jan 20 16:18:44 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","1843","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:18:52 UTC 2026","passed","Tue Jan 20 16:18:54 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Проверка успешной отправки простой формы регистрации со всеми заполненными полями","2404","Успешная отправка простой формы регистрации","All Tests","Tue Jan 20 16:18:37 UTC 2026","passed","Tue Jan 20 16:18:40 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","registerWithFullFilledSimpleRegistrationForm"
"Попытка отправки простой формы регистрации с пустым аттрибутом","1888","Попытка отправки простой формы регистрации с пустым аттрибутом","All Tests","Tue Jan 20 16:18:50 UTC 2026","passed","Tue Jan 20 16:18:52 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithAnyEmptyAttributeInSimpleRegistrationForm"
"Попытка отправки формы с валидацией с не пройденной валидацией по полю","1868","Попытка отправки формы с валидацией с не пройденной валидацией по полю","All Tests","Tue Jan 20 16:18:58 UTC 2026","passed","Tue Jan 20 16:19:00 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","tryToRegisterWithFailedValidationAtAnyFieldInValidationForm"
"Добавление и удаление поля в динамической форме регистрации","12535","Добавление полей в динамической форме регистрации","All Tests","Tue Jan 20 16:18:23 UTC 2026","passed","Tue Jan 20 16:18:35 UTC 2026","tests.FormsTests","Forms Tests","tests.FormsTests","addEmailFieldInDynamicForm"
